,Unnamed: 0,Unnamed: 0.1,time,twt_id,political_label,political_score,sentiment_label,sentiment_score
48,48,48,2008-10-29T18:00:56.000Z,980891550,Republican,0.6437383890151978,NEGATIVE,0.9846912026405334
49,49,49,2008-10-29T18:00:22.000Z,980890573,Democrat,0.5379493832588196,NEGATIVE,0.9825878739356996
50,50,50,2008-10-29T18:31:24.000Z,980936157,Democrat,0.999990463256836,NEGATIVE,0.9746397137641908
51,51,51,2008-10-29T18:30:36.000Z,980934960,Republican,0.9935888051986694,POSITIVE,0.9988935589790344
52,52,52,2008-10-29T18:30:33.000Z,980934926,Republican,0.9990286827087402,NEGATIVE,0.9994316697120668
53,53,53,2008-10-29T19:01:13.000Z,980978796,Democrat,0.524509847164154,NEGATIVE,0.9972816705703736
54,54,54,2008-10-29T19:00:31.000Z,980977758,Democrat,0.7877355813980103,NEGATIVE,0.9887047410011292
55,55,55,2008-10-29T19:00:30.000Z,980977695,Republican,0.9997976422309875,NEGATIVE,0.9924957752227784
56,56,56,2008-10-29T19:32:57.000Z,981021980,Democrat,0.9999940395355223,NEGATIVE,0.9909103512763976
57,57,57,2008-10-29T19:31:45.000Z,981020247,Democrat,0.9998032450675964,NEGATIVE,0.8193609714508057
58,58,58,2008-10-29T19:30:10.000Z,981018201,Democrat,0.9982366561889648,NEGATIVE,0.9559719562530518
59,59,59,2008-10-29T19:30:02.000Z,981017982,Republican,0.6904964447021484,POSITIVE,0.917236864566803
60,60,60,2008-10-29T20:02:50.000Z,981063615,Republican,0.999542474746704,NEGATIVE,0.9867941737174988
61,61,61,2008-10-29T20:02:43.000Z,981063477,Republican,0.9999889135360718,NEGATIVE,0.9940570592880248
62,62,62,2008-10-29T20:02:10.000Z,981062712,Democrat,0.9842020273208618,POSITIVE,0.8579437136650085
63,63,63,2008-10-29T20:02:03.000Z,981062550,Democrat,0.9999959468841552,NEGATIVE,0.9976061582565308
64,64,64,2008-10-29T20:01:51.000Z,981062310,Republican,0.904658019542694,NEGATIVE,0.978679656982422
65,65,65,2008-10-29T20:01:21.000Z,981061614,Republican,0.904658019542694,NEGATIVE,0.978679656982422
66,66,66,2008-10-29T20:00:32.000Z,981060362,Republican,0.999954104423523,NEGATIVE,0.96605122089386
67,67,67,2008-10-29T20:00:09.000Z,981059643,Republican,0.9998759031295776,POSITIVE,0.7952223420143127
68,68,68,2008-10-29T20:32:42.000Z,981104509,Democrat,0.9989344477653505,POSITIVE,0.999728500843048
69,69,69,2008-10-29T20:32:21.000Z,981104001,Republican,0.6352649927139282,NEGATIVE,0.970061421394348
70,70,70,2008-10-29T20:30:46.000Z,981101800,Republican,0.99998939037323,NEGATIVE,0.9953138828277588
71,71,71,2008-10-29T21:00:56.000Z,981142793,Republican,0.6678413152694702,NEGATIVE,0.993578314781189
72,72,72,2008-10-29T21:00:47.000Z,981142617,Democrat,0.999972939491272,NEGATIVE,0.9981794357299804
73,73,73,2008-10-29T21:00:02.000Z,981141377,Democrat,0.98357093334198,NEGATIVE,0.8922677636146545
74,74,74,2008-10-29T21:32:38.000Z,981185055,Democrat,0.999859094619751,POSITIVE,0.8401056528091431
75,75,75,2008-10-29T21:31:38.000Z,981183755,Democrat,0.999760091304779,POSITIVE,0.966149091720581
76,76,76,2008-10-29T22:01:32.000Z,981222974,Republican,0.9999842643737792,NEGATIVE,0.8940938711166382
77,77,77,2008-10-29T22:01:18.000Z,981222655,Republican,0.9997630715370178,POSITIVE,0.999206840991974
78,78,78,2008-10-29T22:01:14.000Z,981222568,Democrat,0.9999864101409912,POSITIVE,0.999512791633606
79,79,79,2008-10-29T22:00:48.000Z,981221998,Democrat,0.9967681169509888,NEGATIVE,0.9962083101272584
80,80,80,2008-10-29T22:00:36.000Z,981221729,Democrat,0.9999247789382936,POSITIVE,0.9986095428466796
81,81,81,2008-10-29T22:00:31.000Z,981221578,Democrat,0.9995933175086976,POSITIVE,0.6035645604133606
82,82,82,2008-10-29T22:30:56.000Z,981260436,Democrat,0.626060962677002,NEGATIVE,0.9931640028953552
83,83,83,2008-10-29T22:30:48.000Z,981260212,Democrat,0.9996685981750488,POSITIVE,0.9860681295394896
84,84,84,2008-10-29T23:30:30.000Z,981334587,Democrat,0.7099565267562866,NEGATIVE,0.9911882877349854
85,85,85,2008-10-30T00:02:09.000Z,981372867,Republican,0.9979954957962036,NEGATIVE,0.9886569380760192
86,86,86,2008-10-30T00:00:29.000Z,981370512,Democrat,0.8982000350952148,NEGATIVE,0.5554051995277405
87,87,87,2008-10-30T00:00:06.000Z,981369884,Republican,0.937820851802826,NEGATIVE,0.997996985912323
88,88,88,2008-10-30T00:31:50.000Z,981412381,Democrat,0.9999960660934448,NEGATIVE,0.7164148688316345
89,89,89,2008-10-30T00:31:23.000Z,981411614,Republican,0.9999815225601196,POSITIVE,0.975099802017212
90,90,90,2008-10-30T00:30:22.000Z,981409918,Democrat,0.996570348739624,POSITIVE,0.97783625125885
91,91,91,2008-10-30T01:02:43.000Z,981453218,Democrat,0.9999958276748656,NEGATIVE,0.9968287348747252
92,92,92,2008-10-30T01:02:11.000Z,981452575,Republican,0.9998111128807068,NEGATIVE,0.9935837388038636
93,93,93,2008-10-30T01:01:25.000Z,981451570,Republican,0.787341296672821,POSITIVE,0.999415159225464
94,94,94,2008-10-30T01:32:52.000Z,981491108,Republican,0.99097740650177,NEGATIVE,0.9994692206382751
95,95,95,2008-10-30T01:32:07.000Z,981490191,Democrat,0.9999971389770508,NEGATIVE,0.999665141105652
96,96,96,2008-10-30T01:31:41.000Z,981489694,Democrat,0.9982408285140992,POSITIVE,0.9306252002716064
97,97,97,2008-10-30T01:30:48.000Z,981488558,Democrat,0.9860007166862488,NEGATIVE,0.9961050748825072
98,98,98,2008-10-30T02:00:51.000Z,981528186,Republican,0.9968149065971376,NEGATIVE,0.993468165397644
99,99,99,2008-10-30T02:00:49.000Z,981528111,Republican,0.9999566078186036,POSITIVE,0.9986155033111572
